smiles_r,inchikey,VDss,fup,LogP_pred,LogD_pred,MW,TPSA_NO,HBA,HBD,RotBondCount,LogD_exp,CL_exp,LogD
O=C(/C=C/c1ccc([O-])cc1)C1=C([O-])[C@](O)([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C([O-])=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,LIPJRCGLQNIXGO-YXDCRBDKSA-K,0.2,0.22,-0.48,-0.51,612.53,295.4,16.0,12.0,7.0,,,-0.51
O=C(C=Cc1c(C(=O)[O-])[n-]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,CHFREERJSGVGBH-UHFFFAOYSA-L,0.12,0.002,4.6,1.8,375.21,82.2,5.0,3.0,5.0,,,1.8
O=C(CCCCCCC(O)=NO)Nc1ccccc1,WAEXFXRVDQXREF-UHFFFAOYSA-N,0.5,0.29,1.6,1.6,264.32,78.4,5.0,3.0,8.0,,,1.6
O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,LNEPOXFFQSENCJ-UHFFFAOYSA-O,17.0,0.08,4.3,3.3,375.86,40.5,3.0,1.0,6.0,,,3.3
O=C(Cc1cccs1)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,CZTQZXZIADLWOZ-KPMSDPLLSA-O,0.46,0.8,-1.5,-0.53,415.49,93.4,7.0,1.0,6.0,,,-0.53
O=C(NC1CC[NH+](CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,MBBCVAKAJPKAKM-UHFFFAOYSA-O,16.3,0.002,8.7,7.5,693.72,61.4,5.0,2.0,10.0,,,7.5
O=C(NC1CC[NH+](CCc2c[nH]c3ccccc23)CC1)c1ccccc1,JXZZEXZZKAWDSP-UHFFFAOYSA-O,4.9,0.15,3.8,3.3,347.45,48.1,4.0,2.0,5.0,,,3.3
O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-O,6.1,0.52,3.1,1.6,414.34,59.6,5.0,2.0,7.0,,,1.6
O=C(NCCO[N+](=O)[O-])c1cccnc1,LBHIOVVIQHSOQN-UHFFFAOYSA-N,1.4,0.76,0.53,0.53,211.17,94.4,7.0,1.0,5.0,,,0.53
O=C(NCC[NH+]1CCOCC1)c1ccc(Cl)cc1,YHXISWVBGDMDLQ-UHFFFAOYSA-O,1.1,0.77,1.4,1.3,268.74,41.6,4.0,1.0,4.0,,,1.3
O=C(NCC[NH2+]CC(O)COc1ccc([O-])cc1)[NH+]1CCOCC1,DXPOSRCHIDYWHW-UHFFFAOYSA-O,0.64,0.97,-0.65,-1.1,339.39,103.3,8.0,4.0,8.0,,,-1.1
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,0.7,0.06,2.6,2.6,435.88,88.2,8.0,1.0,5.0,,,2.6
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-RKDXNWHRSA-N,0.94,0.34,0.54,0.54,323.13,115.4,7.0,3.0,6.0,1.15,69.18,1.15
O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,MNDBXUUTURYVHR-UHFFFAOYSA-N,1.92,0.01,3.5,3.5,403.21,60.4,5.0,1.0,7.0,3.95,150.0,3.95
O=C(O[C@H]1CC2CC[C@@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,OYYDSUSKLWTMMQ-OCESARCHSA-N,5.1,0.33,0.83,0.83,392.51,46.5,4.0,1.0,5.0,,,0.83
O=C(O[C@H]1C[C@H]2CC3C[C@@H](C1)[NH+]2CC3=O)c1c[nH]c2ccccc12,UKTAZPQNNNJVKR-MMUVGSQPSA-O,2.0,0.49,3.3,2.4,324.37,62.4,5.0,1.0,3.0,,,2.4
O=C(O[C@H]1C[NH+]2CCC1CC2)[NH+]1CCc2ccccc2[C@@H]1c1ccccc1,FBOUYBDGKBSUES-VXKWHMMOSA-P,8.2,0.02,4.4,3.3,362.46,32.8,4.0,0.0,3.0,,,3.3
O=C([O-])C1/C(=C/CO)O[C@@H]2CC(=O)[NH+]12,HZZVJAQRINQKSD-SVVJFQMGSA-N,0.22,0.91,-1.2,-4.6,199.16,87.1,6.0,2.0,2.0,,,-4.6
O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2C(NC(=O)C(O)c3ccccc3)C(=O)[NH+]12,DYAIAHUQIPBDIP-IJGSQOGDSA-M,0.14,0.02,-1.5,-6.7,542.57,204.9,14.0,4.0,9.0,,,-6.7
O=C([O-])C1C[C@@H](C2CCCCC2)C[NH+]1C(=O)CP(=O)([O-])CCCCc1ccccc1,WOIWWYDXDVSWAZ-VQCQRNETSA-M,0.13,0.006,4.2,-1.0,435.49,94.9,6.0,2.0,9.0,,,-1.0
O=C([O-])C1O[C@@H](Oc2cc3oc(-c4ccc([O-])cc4)cc(=O)c3c([O-])c2[O-])[C@H](O)[C@@H](O)[C@@H]1O,DJSISFGPUUYILV-FBYGNRARSA-J,0.88,0.1,0.29,-4.5,462.36,207.6,12.0,7.0,4.0,,,-4.5
O=C([O-])CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,GLLPUTYLZIKEGF-UHFFFAOYSA-M,0.43,0.033,3.5,0.95,366.33,71.8,5.0,1.0,9.0,,,0.95
O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-M,0.26,0.01,3.8,1.2,304.21,40.5,3.0,1.0,9.0,,,1.2
O=C([O-])CCNC(=O)c1ccccc1,CWXYHOHYCJXYFQ-UHFFFAOYSA-M,0.28,0.17,0.56,-2.5,193.2,66.4,4.0,2.0,4.0,,,-2.5
O=C([O-])CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,FGQFOYHRJSUHMR-UHFFFAOYSA-M,0.29,0.02,2.4,-0.86,404.28,68.0,5.0,1.0,5.0,,,-0.86
O=C([O-])C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,IOOWNWLVCOUUEX-WPRPVWTQSA-M,0.29,0.67,0.36,-2.1,297.14,95.9,6.0,3.0,5.0,,,-2.1
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-M,0.9,0.005,3.9,0.54,421.46,90.6,5.0,3.0,8.0,,,0.54
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-M,0.22,0.005,4.0,1.1,296.15,49.3,3.0,2.0,4.0,,,1.1
O=C([O-])P(=O)(O)O,ZJAOAACCNHFJAH-UHFFFAOYSA-M,0.5,0.85,-1.2,-7.6,126.01,94.8,5.0,3.0,1.0,,,-7.6
O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1[O-],HUPFGZXOMWLGNK-UHFFFAOYSA-L,0.097,0.0016,3.7,0.31,250.2,57.5,3.0,2.0,2.0,,,0.31
O=C([O-])c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1[O-],NCEXYHBECQHGNR-QZQOTICOSA-L,0.11,0.004,3.6,0.17,398.39,141.3,9.0,3.0,6.0,,,0.17
O=C([O-])c1cc(N=Nc2ccc([O-])c(C(=O)[O-])c2)ccc1[O-],QQBDLJCYGRGAKP-UHFFFAOYSA-J,0.07,0.01,3.2,-3.6,302.24,139.8,8.0,4.0,4.0,,,-3.6
O=C([O-])c1ccc(-n2nc(-c3ccccc3[O-])nc2-c2ccccc2[O-])cc1,BOFQWVMAQOTZIW-UHFFFAOYSA-K,0.2,0.004,4.5,1.3,373.36,108.5,7.0,3.0,7.0,,,1.3
O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,2.1,0.7,1.8,-0.63,331.34,72.9,6.0,2.0,3.0,-0.96,4.17,-0.96
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[NH+]1CC(O)([C@@H]2CCCC[NH2+]2)C1,BSMCAPRUBJMWDF-KRWDZBQOSA-P,15.4,0.05,3.7,3.0,531.31,64.6,5.0,3.0,4.0,,,3.0
O=C(c1ccc(F)cc1)C1CC[NH+](CCn2c(=O)[n-]c3ccccc3c2=O)CC1,YWEQOBFNMZQCRJ-UHFFFAOYSA-N,3.9,0.055,3.5,2.8,395.43,69.7,6.0,1.0,5.0,,,2.8
O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc([O-])cc2)sc2cc([O-])ccc12,GZUITABIAKMVPG-UHFFFAOYSA-M,7.5,0.05,6.4,4.3,473.58,70.0,5.0,2.0,7.0,,,4.3
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)[O-],OZWKMVRBQXNZKK-UHFFFAOYSA-M,0.11,0.0068,2.5,-0.76,255.27,59.3,4.0,1.0,3.0,,,-0.76
O=C1CCC(C(=O)[NH+]2CSCC2C(=O)[O-])N1,UUTKICFRNVKFRG-UHFFFAOYSA-N,0.31,0.96,-1.2,-4.6,244.27,86.7,6.0,2.0,2.0,,,-4.6
O=C1CCC([NH+]2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-O,0.95,0.4,0.87,0.58,258.23,83.5,6.0,1.0,1.0,,,0.58
O=C1CC[C@@]2(O)[C@H]3Cc4ccc([O-])c5c4[C@@]2(CC[NH+]3CC2CC2)C1O5,DQCKKXVULJGBQN-UWFFTQNDSA-N,7.6,0.79,1.3,1.0,341.4,70.0,5.0,2.0,2.0,,,1.0
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-O,4.9,0.01,5.2,4.7,448.39,44.8,5.0,1.0,7.0,,,4.7
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,AKPLHCDWDRPJGD-UHFFFAOYSA-N,0.45,0.03,3.0,3.0,270.71,41.5,3.0,1.0,1.0,,,3.0
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,1.7,0.13,2.1,2.1,281.27,87.3,6.0,1.0,2.0,,,2.1
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,CHIFCDOIPRCHCF-UHFFFAOYSA-N,2.2,0.051,3.6,3.6,305.16,41.5,3.0,1.0,1.0,,,3.6
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,2.9,0.15,2.7,2.7,315.71,87.3,6.0,1.0,2.0,3.72,3.72,3.72
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,VMIYHDSEFNYJSL-UHFFFAOYSA-N,0.85,0.48,2.0,2.0,316.15,54.3,4.0,1.0,1.0,,,2.0
O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O,AQKCJDFMDAPELP-UHFFFAOYSA-N,0.59,0.04,2.3,2.3,286.71,61.7,4.0,2.0,1.0,,,2.3
O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O,KEGIXQQRZWCAMW-UHFFFAOYSA-N,1.3,0.09,2.9,2.9,321.16,61.7,4.0,2.0,1.0,,,2.9
O=C1NC(=O)C(c2cn3ccccc3n2)=C1C1=C[NH+]2CC[NH+](C(=O)[NH+]3CCCCC3)C[C@@H]3C=C(F)C=C1[C@H]32,UWVKPGBFIFWUKH-GKVSMKOHSA-Q,1.2,0.02,3.5,3.5,514.55,90.3,9.0,1.0,2.0,,,3.5
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)[NH+]1COP(=O)([O-])[O-],XWLUWCNOOVRFPX-UHFFFAOYSA-M,0.06,0.05,1.7,-3.3,362.27,116.2,8.0,3.0,5.0,,,-3.3
O=C1OC2(c3ccc([O-])cc3Oc3cc([O-])ccc32)c2ccccc21,GNBHRKFJIUUOQI-UHFFFAOYSA-L,0.14,0.11,3.9,3.9,332.31,76.0,5.0,2.0,0.0,,,3.9
O=C1O[C@H]([C@@H](O)CO)C([O-])C1=O,IHNDCQWMVHAOKM-IGCYCDGOSA-N,0.35,0.26,-3.0,-5.5,176.12,107.2,6.0,4.0,2.0,,,-5.5
O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,CXOFVDLJLONNDW-UHFFFAOYSA-M,0.43,0.13,1.7,1.6,252.27,58.2,4.0,2.0,2.0,,,1.6
O=C1c2c([O-])ccc([O-])c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N,12.0,0.25,-0.37,-3.2,444.48,163.2,10.0,8.0,12.0,,,-3.2
O=C1c2cccc3c2[C@H](CCC3)C[NH+]1[C@@H]1C[NH+]2CCC1CC2,CPZBLNMUGSZIPR-NVXWUHKLSA-P,6.3,0.38,2.9,1.9,296.41,23.5,3.0,0.0,1.0,,,1.9
O=N[NH+](CCCl)C(=O)NCCCl,DLGOEMSEDOSKAD-UHFFFAOYSA-O,1.2,0.23,1.4,1.4,214.05,61.8,5.0,1.0,5.0,,,1.4
O=P([NH2+]CCCl)([NH2+]CCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,PSVUJBVBCOISSP-SPFKKGSWSA-P,0.24,0.71,-2.3,-2.3,383.16,140.5,9.0,6.0,9.0,,,-2.3
O=P([O-])([O-])C(Cl)(Cl)P(=O)([O-])[O-],ACSIXWWBWUQEHA-UHFFFAOYSA-J,0.88,0.64,-1.2,-7.5,244.89,115.1,6.0,4.0,2.0,,,-7.5
O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-],IIDJRNMFWXDHID-UHFFFAOYSA-J,6.3,0.76,-2.2,-7.0,283.11,148.2,8.0,5.0,4.0,,,-7.0
O=P([O-])([O-])C(O)(Cn1ccnc1)P(=O)([O-])[O-],XRASPMIURGNCCH-UHFFFAOYSA-J,0.6,0.78,-3.2,-9.0,272.09,153.1,9.0,5.0,4.0,,,-9.0
O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-],DKJJVAGXPKPDRL-UHFFFAOYSA-J,0.23,0.1,0.35,-4.4,318.61,115.1,6.0,4.0,4.0,,,-4.4
O=P([O-])([O-])C([NH2+]C1CCCCCC1)P(=O)([O-])[O-],LWRDQHOZTAOILO-UHFFFAOYSA-K,0.24,0.9,-0.55,-5.8,287.19,127.1,7.0,5.0,4.0,,,-5.8
O=P([O-])([O-])OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,GHJWNRRCRIGGIO-UHFFFAOYSA-L,0.15,0.042,-0.79,-5.1,386.25,128.2,10.0,2.0,7.0,,,-5.1
O=P1([NH+](CCCl)CCCl)[NH2+]CCCO1,CMSMOCZEIVJLDB-UHFFFAOYSA-P,0.73,0.87,0.79,0.55,261.09,41.6,4.0,1.0,5.0,,,0.55
O=P1([NH2+]CCCl)OCCC[NH+]1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-P,0.62,1.0,0.88,0.88,261.09,41.6,4.0,1.0,5.0,,,0.88
O=S(=O)(Nc1ccccc1)c1cccc(/C=C/C(O)=NO)c1,NCNRHFGMJRPRSK-MDZDMXLPSA-N,0.8,0.06,1.5,1.4,318.35,95.5,6.0,3.0,5.0,,,1.4
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,YWXYYJSYQOXTPL-SLPGGIOYSA-N,0.7,1.0,-0.38,-0.38,191.14,93.7,7.0,1.0,2.0,,,-0.38
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],MOYKHGMNXAOIAT-JGWLITMVSA-N,1.9,0.72,0.82,0.82,236.14,128.6,10.0,0.0,4.0,,,0.82
O=c1[n-]c(O)cn1/N=C/c1ccc([N+](=O)[O-])o1,SRBLIRXITMQCOS-YCRREMRBSA-M,0.57,0.17,-0.64,-0.98,238.16,121.0,9.0,1.0,3.0,,,-0.98
O=c1[n-]c2ccccc2n1CCC[NH+]1CCC(n2c(=O)[n-]c3cc(Cl)ccc32)CC1,NMUVIEAOYWSTGM-UHFFFAOYSA-M,3.4,0.082,3.6,3.1,425.91,67.9,7.0,2.0,5.0,,,3.1
O=c1[n-]cc(F)c(=O)[n-]1,GHASVSINZRGABV-UHFFFAOYSA-L,0.23,0.64,-0.93,-1.1,130.08,58.2,4.0,2.0,0.0,,,-1.1
O=c1[n-]cnc2[n-]ncc12,FUEBOPVIMOXHCV-UHFFFAOYSA-M,0.58,0.97,-1.3,-1.4,136.11,70.1,5.0,2.0,0.0,,,-1.4
O=c1[n-]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,BXZVVICBKDXVGW-NKWVEPMBSA-M,0.77,0.95,-0.93,-0.95,236.23,88.7,7.0,2.0,2.0,,,-0.95
O=c1c(CC[S+](O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,VESRCPPWLJEJIB-UHFFFAOYSA-O,0.12,0.017,2.2,-1.2,404.48,57.7,5.0,0.0,6.0,,,-1.2
O=c1c([O-])c(-c2ccc([O-])c([O-])c2)oc2cc([O-])cc([O-])c12,REFJWTPEDVJJIY-UHFFFAOYSA-I,0.12,0.009,2.1,-0.38,302.24,127.4,7.0,5.0,1.0,,,-0.38
O=c1ccc2ccc(OCCCC[NH+]3CCN(c4cccc5sccc45)CC3)cc2[n-]1,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,1.46,0.002,5.0,2.6,433.57,48.6,5.0,1.0,7.0,,,2.6
O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,1.1,0.17,1.6,1.6,146.14,30.5,2.0,0.0,0.0,,,1.6
O=c1n(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-O,0.52,0.08,4.5,4.3,371.86,42.4,6.0,0.0,5.0,,,4.3
OC(CC[NH+]1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE-UHFFFAOYSA-O,12.0,0.097,4.4,2.5,311.46,23.5,2.0,1.0,5.0,,,2.5
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,RFHAOTPXVQNOHP-UHFFFAOYSA-N,0.75,0.89,0.19,0.19,306.27,81.7,7.0,1.0,5.0,0.48,,0.48
OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,FVTWTVQXNAJTQP-UHFFFAOYSA-N,1.23,0.11,1.6,1.6,428.59,29.5,3.0,1.0,8.0,,,1.6
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,IZEKFCXSFNUWAM-UHFFFAOYSA-N,0.82,0.009,2.0,1.4,504.63,145.4,12.0,4.0,12.0,3.97,,3.97
OCCO[C@H]1C[C@@H](n2nnc3c([NH2+][C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc([S-])nc32)[C@H](O)[C@@H]1O,KHPMHVDVKAOINW-AAIYSHPVSA-N,1.25,0.002,0.93,-1.2,480.49,138.4,10.0,4.0,7.0,,,-1.2
OCC[NH+](CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(O)=NO)cc1,BWDQBBCUWLSASG-MDZDMXLPSA-O,2.17,0.23,1.8,1.5,379.45,88.6,6.0,4.0,9.0,,,1.5
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,PLDUPXSUYLZYBN-UHFFFAOYSA-P,2.9,0.04,4.5,3.7,437.52,29.9,4.0,1.0,7.0,,,3.7
OCC[NH+]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,RGCVKNLCSQQDEP-UHFFFAOYSA-P,18.0,0.07,4.3,3.5,403.97,29.9,4.0,1.0,6.0,,,3.5
OCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IBAQFPQHRJAVAV-ULAWRXDQSA-O,0.28,1.0,-3.1,-3.3,207.22,104.4,6.0,5.0,3.0,,,-3.3
OC[C@@H]1O[C@@H](n2cnc3c2[NH+]=CNC[C@H]3O)C[C@H]1O,FPVKHBSQESCIEP-LURQLKTLSA-O,0.59,0.96,-2.7,-2.7,268.27,112.1,8.0,4.0,2.0,,,-2.7
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,QHSMEGADRFZVNE-UHFFFAOYSA-N,0.77,0.1,1.9,1.9,341.77,50.4,4.0,1.0,2.0,,,1.9
O[C@@H](C[NH2+]C[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,KOHIRBRYDXPAMZ-YHDSQAASSA-O,11.0,0.02,3.9,3.3,405.44,70.9,5.0,3.0,6.0,,,3.3
Oc1cc2cc(CC[NH+]3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1,CARRCRVKWDEWCD-UHFFFAOYSA-O,1.0,0.0012,3.8,3.5,412.94,48.5,5.0,1.0,4.0,,,3.5
S=P([NH+]1CC1)([NH+]1CC1)[NH+]1CC1,FOCVUCIESVLUNU-UHFFFAOYSA-Q,1.6,0.9,0.53,0.53,189.22,9.0,3.0,0.0,3.0,,,0.53
S=c1[n-]cnc2[n-]cnc12,NRKSOJNEWHCOOP-UHFFFAOYSA-M,1.0,0.85,-1.8,-2.0,152.18,53.1,4.0,2.0,0.0,,,-2.0
[NH3+]C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3c[n-]nn3)CS[C@H]12)c1ccc([O-])cc1,OWMZGPOAFXENJG-QWQCLYJRSA-M,0.22,0.4,-0.69,-4.7,462.5,174.5,11.0,5.0,7.0,,,-4.7
[NH3+]C(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-],SGDBTWWWUNNDEQ-UHFFFAOYSA-N,0.48,0.14,2.0,0.36,305.2,66.6,4.0,2.0,8.0,0.39,,0.39
[NH3+]C(Cc1ccc([O-])c([O-])c1)C(=O)[O-],WTDRDQBEARUVNC-UHFFFAOYSA-L,1.7,0.76,-0.25,-1.9,197.19,103.8,5.0,4.0,3.0,,,-1.9
[NH3+]C12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-O,6.6,0.33,2.5,-0.43,151.25,26.0,1.0,1.0,0.0,,,-0.43
[NH3+]C1CCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1,QGPKADBNRMWEQR-UHFFFAOYSA-N,1.9,0.96,2.6,0.29,365.79,86.9,6.0,2.0,3.0,,,0.29
[NH3+]CC(=O)CCC(=O)[O-],ZGXJTSGNIOSYLO-UHFFFAOYSA-N,0.12,0.88,-2.0,-2.8,131.13,80.4,4.0,2.0,4.0,,,-2.8
[NH3+]CC1(CC(=O)[O-])CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N,0.71,0.97,0.55,-1.7,171.24,63.3,3.0,2.0,3.0,,,-1.7
[NH3+]CC1CCC(C(=O)[O-])CC1,GYDJEQRTZSCIOI-UHFFFAOYSA-N,0.38,0.97,0.34,-1.9,157.21,63.3,3.0,2.0,2.0,,,-1.9
[NH3+]CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],WRUUGTRCQOWXEG-UHFFFAOYSA-K,1.8,0.7,-3.5,-8.8,235.07,161.3,8.0,6.0,4.0,,,-8.8
[NH3+]CCC(O)C(=O)N[C@@H]1C[C@H]([NH3+])[C@@H](O[C@H]2O[C@H](C[NH3+])[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]1O,LKCWBDHBTVXHDL-ZNOOABCISA-R,0.16,0.88,-9.0,-9.0,585.6,331.9,18.0,13.0,10.0,,,-9.0
[NH3+]CCCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],OGSPWJRAVKPPFI-UHFFFAOYSA-K,0.33,0.22,-3.0,-8.1,249.1,161.3,8.0,6.0,5.0,,,-8.1
[NH3+]CCCCC([NH2+]C(CCc1ccccc1)C(=O)[O-])C(=O)[NH+]1CCCC1C(=O)[O-],RLAWWYSOJDYHDC-UHFFFAOYSA-O,0.89,1.0,0.66,-3.0,405.49,133.0,8.0,4.0,12.0,,,-3.0
[NH3+]CCCCCC(=O)[O-],SLXKOJJOQWFEFD-UHFFFAOYSA-N,0.39,0.92,0.16,-2.1,131.17,63.3,3.0,2.0,5.0,,,-2.1
[NH3+]CCc1ccc([O-])c([O-])c1,VYFYYTLLBUKUHU-UHFFFAOYSA-M,0.74,0.87,0.56,-2.0,153.18,66.5,3.0,3.0,2.0,,,-2.0
[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H](O)[C@@H](O)[C@@H]1O,SBUJHOSQTJFQJX-NOAMYHISSA-R,0.26,0.99,-7.9,-9.0,484.5,282.6,15.0,11.0,6.0,,,-9.0
[NH3+]C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H]([NH3+])[C@H]3O)[C@H]([NH3+])C[C@@H]2[NH3+])[C@H]([NH3+])C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-S,0.23,1.0,-7.0,-8.5,467.51,268.2,14.0,10.0,6.0,,,-8.5
[NH3+]Cc1ccccc1CC(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3CC(=O)[O-])CS[C@H]12,SLAYUXIURFNXPG-KPMSDPLLSA-N,0.17,0.19,-1.3,-4.7,519.55,193.6,13.0,4.0,10.0,,,-4.7
[NH3+][C@@H](CC(=O)[NH+]1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,MFFMDFFZMYYVKS-SECBINFHSA-P,2.8,0.62,0.46,-0.4,407.31,77.0,6.0,1.0,4.0,,,-0.4
[NH3+][C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,PNUZDKCDAWUEGK-CYZMBNFOSA-N,1.5,0.51,2.5,0.26,409.81,86.9,6.0,2.0,3.0,,,0.26
[NH3+][C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,1.3,0.24,2.6,0.28,416.35,99.8,7.0,2.0,3.0,,,0.28
[O-]c1c(C2=CC[C@@H](c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,JAUORDHNHDCTAS-CYBMUJFWSA-M,0.6,0.001,5.5,3.4,366.84,54.4,3.0,1.0,2.0,,,3.4
[O-]c1ccc([C@@H](O)C[NH2+]CCCCCCOCCOCc2c(Cl)cccc2Cl)cc1CO,DAFYYTQWSAWIGS-DEOSSOPVSA-N,2.38,0.06,3.9,2.0,486.43,91.2,6.0,4.0,16.0,,,2.0
